Mouse: H2030IC10dn573 , Patch: 50 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1226 , Met: 3 , Label: true positive
Mouse: IC6dn2 , Patch: 1277 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1284 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1284 , Met: 3 , Label: true positive
Mouse: IC6dn2 , Patch: 1284 , Met: 4 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 5 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 6 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 4 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 3 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 4 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 5 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 6 , Label: false positive
Mouse: IC6dn2 , Patch: 1310 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1310 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1310 , Met: 2 , Label: false positive
Mouse: IC6dn2 , Patch: 1311 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1311 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1360 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1366 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1366 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1367 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1367 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1367 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1370 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1373 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1373 , Met: 2 , Label: false positive
Mouse: IC6dn2 , Patch: 1373 , Met: 3 , Label: false positive
Mouse: IC6dn2 , Patch: 1377 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1380 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1381 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1442 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1443 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1446 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1450 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1450 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1451 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1457 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1457 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1464 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1478 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1480 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1485 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1534 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1537 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1541 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1541 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1541 , Met: 3 , Label: true positive
Mouse: IC6dn2 , Patch: 1541 , Met: 4 , Label: true positive
Mouse: IC6dn2 , Patch: 1544 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1548 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1563 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1570 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1570 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1632 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1633 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1646 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1653 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1706 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1709 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1709 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1709 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1712 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1713 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1713 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1720 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1723 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1790 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1793 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1797 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1797 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1797 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1800 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1804 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1888 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1905 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1915 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1969 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 2088 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 2173 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 2173 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 2214 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 2215 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 2396 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 2410 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 2558 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 2644 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 2865 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 1002 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 1003 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 1004 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 1005 , Label: true positive
Mouse: IC6dn2 , Patch: 947 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1023 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1023 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1023 , Met: 1002 , Label: true positive
Mouse: IC6dn2 , Patch: 1023 , Met: 1003 , Label: false positive
Mouse: IC6dn2 , Patch: 1024 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1101 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1101 , Met: 1001 , Label: false positive
Mouse: IC6dn2 , Patch: 1101 , Met: 1002 , Label: false positive
Mouse: IC6dn2 , Patch: 1101 , Met: 1003 , Label: true positive
Mouse: IC6dn2 , Patch: 1107 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1107 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1107 , Met: 1003 , Label: true positive
Mouse: IC6dn2 , Patch: 1107 , Met: 1004 , Label: true positive
Mouse: IC6dn2 , Patch: 1136 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1142 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1001 , Label: false positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1004 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1005 , Label: false positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1006 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1007 , Label: false positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1008 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1009 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1010 , Label: false positive
Mouse: IC6dn2 , Patch: 1199 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1199 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1199 , Met: 1002 , Label: true positive
Mouse: IC6dn2 , Patch: 1199 , Met: 1003 , Label: true positive
Mouse: IC6dn2 , Patch: 1199 , Met: 1004 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1002 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1003 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1004 , Label: false positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1005 , Label: false positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1006 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1002 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1003 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1004 , Label: false positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1005 , Label: false positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1006 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1007 , Label: false positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1008 , Label: false positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1009 , Label: false positive
Mouse: IC6dn2 , Patch: 1206 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1206 , Met: 1001 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1001 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1002 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1003 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1004 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1005 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1006 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1001 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1002 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1003 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1005 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1006 , Label: true positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1007 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1008 , Label: true positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1009 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1010 , Label: false positive
Mouse: IC6dn2 , Patch: 1282 , Met: 1011 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1284 , Met: 1002 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 1003 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 1004 , Label: false positive
Mouse: IC6dn2 , Patch: 1284 , Met: 1005 , Label: false positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1001 , Label: false positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1002 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1004 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1005 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1006 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1008 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1009 , Label: false positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1010 , Label: true positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1011 , Label: false positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1012 , Label: false positive
Mouse: IC6dn2 , Patch: 1289 , Met: 1013 , Label: false positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1001 , Label: false positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1002 , Label: false positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1003 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1004 , Label: false positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1005 , Label: false positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1006 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1007 , Label: true positive
Mouse: IC6dn2 , Patch: 1290 , Met: 1008 , Label: true positive
Mouse: IC6dn2 , Patch: 1311 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 1311 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1311 , Met: 1002 , Label: true positive
Mouse: IC6dn2 , Patch: 1045 , Met: 1000 , Label: true positive
Mouse: IC6dn2 , Patch: 871 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 1130 , Met: 1001 , Label: true positive
Mouse: IC6dn2 , Patch: 1130 , Met: 1000 , Label: false positive
Mouse: IC6dn2 , Patch: 789 , Met: 1000 , Label: true positive
Mouse: IC14dn1 , Patch: 404 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 466 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 473 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 473 , Met: 1 , Label: false positive
Mouse: IC14dn1 , Patch: 474 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 477 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 491 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 566 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 566 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 573 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 573 , Met: 5 , Label: false positive
Mouse: IC14dn1 , Patch: 574 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 581 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 645 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 646 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 660 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 662 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 675 , Met: 3 , Label: false positive
Mouse: IC14dn1 , Patch: 733 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 742 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 749 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1005 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1097 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1098 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1105 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1105 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1105 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1105 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1105 , Met: 4 , Label: false positive
Mouse: IC14dn1 , Patch: 1106 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1106 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1114 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1114 , Met: 1 , Label: false positive
Mouse: IC14dn1 , Patch: 1177 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1178 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1178 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1178 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1185 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1185 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1186 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1193 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1193 , Met: 1 , Label: false positive
Mouse: IC14dn1 , Patch: 1193 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 1193 , Met: 3 , Label: false positive
Mouse: IC14dn1 , Patch: 1193 , Met: 4 , Label: true positive
Mouse: IC14dn1 , Patch: 1195 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1202 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1257 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1265 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1265 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1266 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1266 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1266 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1266 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1273 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1273 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1273 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1273 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1273 , Met: 7 , Label: true positive
Mouse: IC14dn1 , Patch: 1281 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 1 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 3 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 4 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 5 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 6 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 7 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 8 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 9 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 10 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 11 , Label: true positive
Mouse: IC14dn1 , Patch: 1281 , Met: 12 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 13 , Label: false positive
Mouse: IC14dn1 , Patch: 1281 , Met: 16 , Label: true positive
Mouse: IC14dn1 , Patch: 1281 , Met: 17 , Label: true positive
Mouse: IC14dn1 , Patch: 1282 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1282 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1282 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1289 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1345 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1345 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1345 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 1346 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1346 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1346 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1347 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1347 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1347 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 1347 , Met: 3 , Label: false positive
Mouse: IC14dn1 , Patch: 1353 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1353 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1353 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1353 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1353 , Met: 4 , Label: true positive
Mouse: IC14dn1 , Patch: 1353 , Met: 5 , Label: true positive
Mouse: IC14dn1 , Patch: 1353 , Met: 6 , Label: true positive
Mouse: IC14dn1 , Patch: 1354 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1354 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1361 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1361 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 1361 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1361 , Met: 4 , Label: true positive
Mouse: IC14dn1 , Patch: 1361 , Met: 5 , Label: true positive
Mouse: IC14dn1 , Patch: 1361 , Met: 6 , Label: true positive
Mouse: IC14dn1 , Patch: 1362 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1362 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1363 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1363 , Met: 1 , Label: false positive
Mouse: IC14dn1 , Patch: 1369 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1373 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1377 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1377 , Met: 1 , Label: false positive
Mouse: IC14dn1 , Patch: 1378 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1378 , Met: 1 , Label: false positive
Mouse: IC14dn1 , Patch: 1379 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1379 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1379 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1379 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1389 , Met: 0 , Label: false positive
Mouse: IC14dn1 , Patch: 1433 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 4 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 5 , Label: false positive
Mouse: IC14dn1 , Patch: 1433 , Met: 6 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 7 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 8 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 9 , Label: false positive
Mouse: IC14dn1 , Patch: 1433 , Met: 12 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 13 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 14 , Label: false positive
Mouse: IC14dn1 , Patch: 1433 , Met: 15 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 17 , Label: true positive
Mouse: IC14dn1 , Patch: 1433 , Met: 18 , Label: true positive
Mouse: IC14dn1 , Patch: 1434 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1434 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1434 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 1441 , Met: 0 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 4 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 5 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 6 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 8 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 9 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 10 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 11 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 12 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 14 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 15 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 16 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 17 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 18 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 19 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 20 , Label: false positive
Mouse: IC14dn1 , Patch: 1441 , Met: 21 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 23 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 24 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 25 , Label: true positive
Mouse: IC14dn1 , Patch: 1441 , Met: 26 , Label: true positive
Mouse: IC14dn1 , Patch: 1442 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1442 , Met: 2 , Label: false positive
Mouse: IC14dn1 , Patch: 1442 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1442 , Met: 4 , Label: true positive
Mouse: IC14dn1 , Patch: 1442 , Met: 6 , Label: true positive
Mouse: IC14dn1 , Patch: 1442 , Met: 7 , Label: true positive
Mouse: IC14dn1 , Patch: 1442 , Met: 8 , Label: true positive
Mouse: IC14dn1 , Patch: 1442 , Met: 9 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 1 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 2 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 3 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 4 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 6 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 7 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 8 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 9 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 10 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 11 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 12 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 14 , Label: true positive
Mouse: IC14dn1 , Patch: 1449 , Met: 15 , Label: false positive
